"res.file","sample","inject.date.time","exper","id","date","xCH4","xCH4.oa"
"data files/Sasha_InterLab16122016.csv","A2161216","02-01-2017 11:24:57",1,"A2","16122016",0.6051,0.6017
"data files/Sasha_InterLab16122016.csv","E1161216","02-01-2017 11:43:19",1,"E1","16122016",0.6931,0.69
"data files/Sasha_InterLab16122016.csv","L3161216","02-01-2017 12:01:51",1,"L3","16122016",0.5999,0.5964
"data files/Sasha_InterLab16122016.csv","C2161216","02-01-2017 12:20:19",1,"C2","16122016",0.6436,0.6404
"data files/Sasha_InterLab16122016.csv","B3161216","02-01-2017 12:38:58",1,"B3","16122016",0.6156,0.6122
"data files/Sasha_InterLab16122016.csv","E2161216","02-01-2017 12:57:50",1,"E2","16122016",0.7028,0.6998
"data files/Sasha_InterLab16122016.csv","A3161216","02-01-2017 13:16:00",1,"A3","16122016",0.6023,0.5989
"data files/Sasha_InterLab16122016.csv","C1161216","02-01-2017 13:34:25",1,"C1","16122016",0.6436,0.6403
"data files/Sasha_InterLab16122016.csv","I2161216","02-01-2017 13:52:31",1,"I2","16122016",0.6941,0.6911
"data files/Sasha_InterLab16122016.csv","E3161216","02-01-2017 14:10:49",1,"E3","16122016",0.7032,0.7002
"data files/Sasha_InterLab16122016.csv","C3161216","02-01-2017 14:29:11",1,"C3","16122016",0.6416,0.6383
"data files/Sasha_InterLab16122016.csv","I3071216","02-01-2017 15:06:06",1,"I3","07122016",0.7064,0.7034
"data files/Sasha_InterLab16122016.csv","E3071216","02-01-2017 15:24:35",1,"E3","07122016",0.7158,0.7128
"data files/Sasha_InterLab19012017.csv","E2190117","06-02-2017 09:58:22",2,"E2","19012017",0.6809,0.6911
"data files/Sasha_InterLab19012017.csv","E3190117","06-02-2017 10:15:27",2,"E3","19012017",0.6984,0.7082
"data files/Sasha_InterLab19012017.csv","E1190117","06-02-2017 10:32:54",2,"E1","19012017",0.6894,0.6994
"data files/Sasha_InterLab19012017.csv","C6190117","06-02-2017 10:50:16",2,"C6","19012017",0.5892,0.6006
"data files/Sasha_InterLab19012017.csv","C4190117","06-02-2017 11:07:43",2,"C4","19012017",0.6043,0.6155
"data files/Sasha_InterLab19012017.csv","C5190117","06-02-2017 11:25:14",2,"C5","19012017",0.5921,0.6034
"data files/Sasha_InterLab19012017.csv","B3190117","06-02-2017 11:42:33",2,"B3","19012017",0.4909,0.5027
"data files/Sasha_InterLab19012017.csv","B2190117","06-02-2017 11:59:59",2,"B2","19012017",0.478,0.4898
"data files/Sasha_InterLab19012017.csv","B1190117","06-02-2017 12:17:37",2,"B1","19012017",0.4706,0.4824
"data files/Sasha_InterLab19012017.csv","C3190117","06-02-2017 12:35:13",2,"C3","19012017",0.6324,0.6433
"data files/Sasha_InterLab19012017.csv","C2190117","06-02-2017 12:52:47",2,"C2","19012017",0.6207,0.6317
"data files/Sasha_InterLab19012017.csv","C1190117","06-02-2017 13:10:28",2,"C1","19012017",0.6251,0.6361
"data files/Sasha_InterLab19012017.csv","I2190117","06-02-2017 13:28:20",2,"I2","19012017",0.4335,0.4451
"data files/Sasha_InterLab19012017.csv","I3190117","06-02-2017 13:46:10",2,"I3","19012017",0.4508,0.4625
"data files/Sasha_InterLab19012017.csv","I1190117","06-02-2017 14:04:02",2,"I1","19012017",0.4759,0.4877
"data files/Sasha_InterLab19012017.csv","L3190117","06-02-2017 14:21:29",2,"L3","19012017",0.5082,0.52
"data files/Sasha_InterLab19012017.csv","A2190117","06-02-2017 14:38:54",2,"A2","19012017",0.5113,0.5231
"data files/Sasha_InterLab19012017.csv","A3190117","06-02-2017 14:56:01",2,"A3","19012017",0.5201,0.5319
"data files/Sasha_InterLab19012017.csv","L1190117","06-02-2017 15:13:06",2,"L1","19012017",0.4743,0.4861
"data files/Sasha_InterLab19012017.csv","A1190117","06-02-2017 15:30:33",2,"A1","19012017",0.5017,0.5135
"data files/Sasha_InterLab19012017.csv","L2190117","06-02-2017 15:48:05",2,"L2","19012017",0.4853,0.4971
"data files/Sasha_InterLab20012017.csv","L1200117","02-02-2017 14:48:12",2,"L1","20012017",0.5111,0.5111
"data files/Sasha_InterLab20012017.csv","L3200117","02-02-2017 15:05:01",2,"L3","20012017",0.5193,0.5193
"data files/Sasha_InterLab20012017.csv","I3200117","02-02-2017 15:22:25",2,"I3","20012017",0.4926,0.4926
"data files/Sasha_InterLab20012017.csv","L2200117","02-02-2017 15:40:03",2,"L2","20012017",0.5216,0.5216
"data files/Sasha_InterLab20012017.csv","B3200117","02-02-2017 15:57:44",2,"B3","20012017",0.5415,0.5415
"data files/Sasha_InterLab20012017.csv","A3200117","02-02-2017 16:15:39",2,"A3","20012017",0.5406,0.5406
"data files/Sasha_InterLab20012017.csv","I2200117","02-02-2017 16:33:32",2,"I2","20012017",0.4848,0.4848
"data files/Sasha_InterLab20012017.csv","I1200117","02-02-2017 16:52:11",2,"I1","20012017",0.5031,0.5031
"data files/Sasha_InterLab20012017.csv","A2200117","02-02-2017 17:10:07",2,"A2","20012017",0.5455,0.5455
"data files/Sasha_InterLab20012017.csv","B2200117","02-02-2017 17:28:08",2,"B2","20012017",0.5701,0.5701
"data files/Sasha_InterLab20012017.csv","C1200117","02-02-2017 17:46:16",2,"C1","20012017",0.6494,0.6494
"data files/Sasha_InterLab20012017.csv","C2200117","02-02-2017 18:04:21",2,"C2","20012017",0.6475,0.6475
"data files/Sasha_InterLab20012017.csv","A1200117","02-02-2017 18:22:23",2,"A1","20012017",0.5491,0.5491
"data files/Sasha_InterLab20012017.csv","C6200117","02-02-2017 18:40:34",2,"C6","20012017",0.6318,0.6318
"data files/Sasha_InterLab20012017.csv","E3200117","02-02-2017 18:58:43",2,"E3","20012017",0.7506,0.7506
"data files/Sasha_InterLab20012017.csv","B1200117","02-02-2017 19:16:52",2,"B1","20012017",0.5737,0.5737
"data files/Sasha_InterLab20012017.csv","C5200117","02-02-2017 19:34:58",2,"C5","20012017",0.6368,0.6368
"data files/Sasha_InterLab20012017.csv","C4200117","02-02-2017 19:53:12",2,"C4","20012017",0.6406,0.6406
"data files/Sasha_InterLab20012017.csv","E2200117","02-02-2017 20:11:26",2,"E2","20012017",0.7405,0.7405
"data files/Sasha_InterLab20012017.csv","E1200117","02-02-2017 20:29:36",2,"E1","20012017",0.7454,0.7454
"data files/Sasha_InterLab22012017.csv","B2220117","10-02-2017 15:34:56",2,"B2","22012017",0.5723,0.5836
"data files/Sasha_InterLab22012017.csv","B3220117","10-02-2017 15:51:44",2,"B3","22012017",0.5481,0.5595
"data files/Sasha_InterLab22012017.csv","C6220117","10-02-2017 16:08:42",2,"C6","22012017",0.6388,0.6494
"data files/Sasha_InterLab22012017.csv","E1220117","10-02-2017 16:25:47",2,"E1","22012017",0.7404,0.7492
"data files/Sasha_InterLab22012017.csv","E2220117","10-02-2017 16:43:06",2,"E2","22012017",0.7409,0.7496
"data files/Sasha_InterLab22012017.csv","C4220117","10-02-2017 17:00:22",2,"C4","22012017",0.6454,0.6559
"data files/Sasha_InterLab22012017.csv","E3220117","10-02-2017 17:17:41",2,"E3","22012017",0.7421,0.7508
"data files/Sasha_InterLab22012017.csv","C5220117","10-02-2017 17:35:06",2,"C5","22012017",0.6471,0.6576
"data files/Sasha_InterLab22012017.csv","C1220117","10-02-2017 17:52:30",2,"C1","22012017",0.6404,0.651
"data files/Sasha_InterLab22012017.csv","C2220117","10-02-2017 18:09:50",2,"C2","22012017",0.6407,0.6513
"data files/Sasha_InterLab22012017.csv","I3220117","10-02-2017 18:27:27",2,"I3","22012017",0.5464,0.5579
"data files/Sasha_InterLab22012017.csv","C3220117","10-02-2017 18:44:58",2,"C3","22012017",0.6388,0.6494
"data files/Sasha_InterLab22012017.csv","B1220117","10-02-2017 19:02:36",2,"B1","22012017",0.5773,0.5886
"data files/Sasha_InterLab22012017.csv","I2220117","10-02-2017 19:20:12",2,"I2","22012017",0.543,0.5545
"data files/Sasha_InterLab22012017.csv","I1220117","10-02-2017 19:37:50",2,"I1","22012017",0.5566,0.568
"data files/Sasha_InterLab22012017.csv","A3220117","10-02-2017 19:55:33",2,"A3","22012017",0.5454,0.5569
"data files/Sasha_InterLab22012017.csv","L2220117","10-02-2017 20:13:10",2,"L2","22012017",0.5003,0.5119
"data files/Sasha_InterLab22012017.csv","L3220117","10-02-2017 20:30:50",2,"L3","22012017",0.4963,0.5079
"data files/Sasha_InterLab22012017.csv","L1220117","10-02-2017 20:48:37",2,"L1","22012017",0.4906,0.5022
"data files/Sasha_InterLab22012017.csv","A1220117","10-02-2017 21:06:28",2,"A1","22012017",0.5491,0.5605
"data files/Sasha_InterLab22012017.csv","A2220117","10-02-2017 21:24:12",2,"A2","22012017",0.5511,0.5625
"data files/Sasha_InterLab24012017.csv","A1240117","03-02-2017 09:13:31",2,"A1","24012017",0.565,0.5753
"data files/Sasha_InterLab24012017.csv","C5240117","03-02-2017 09:30:42",2,"C5","24012017",0.6416,0.6512
"data files/Sasha_InterLab24012017.csv","C4240117","03-02-2017 09:48:12",2,"C4","24012017",0.6382,0.6479
"data files/Sasha_InterLab24012017.csv","C1240117","03-02-2017 10:05:42",2,"C1","24012017",0.635,0.6447
"data files/Sasha_InterLab24012017.csv","B1240117","03-02-2017 10:23:15",2,"B1","24012017",0.5856,0.5958
"data files/Sasha_InterLab24012017.csv","B2240117","03-02-2017 10:41:02",2,"B2","24012017",0.5785,0.5888
"data files/Sasha_InterLab24012017.csv","E2240117","03-02-2017 10:58:45",2,"E2","24012017",0.7346,0.7427
"data files/Sasha_InterLab24012017.csv","C3240117","03-02-2017 11:16:30",2,"C3","24012017",0.6422,0.6518
"data files/Sasha_InterLab24012017.csv","B3240117","03-02-2017 11:34:15",2,"B3","24012017",0.5543,0.5647
"data files/Sasha_InterLab24012017.csv","C2240117","03-02-2017 11:52:03",2,"C2","24012017",0.6364,0.6461
"data files/Sasha_InterLab24012017.csv","C6240117","03-02-2017 12:09:55",2,"C6","24012017",0.6366,0.6462
"data files/Sasha_InterLab24012017.csv","A3240117","03-02-2017 12:27:46",2,"A3","24012017",0.5524,0.5627
"data files/Sasha_InterLab24012017.csv","A2240117","03-02-2017 12:45:44",2,"A2","24012017",0.5569,0.5672
"data files/Sasha_InterLab24012017.csv","I3240117","03-02-2017 13:03:44",2,"I3","24012017",0.5831,0.5933
"data files/Sasha_InterLab24012017.csv","I2240117","03-02-2017 13:21:44",2,"I2","24012017",0.5657,0.576
"data files/Sasha_InterLab24012017.csv","L2240117","03-02-2017 13:39:47",2,"L2","24012017",0.5175,0.5279
"data files/Sasha_InterLab24012017.csv","I1240117","03-02-2017 13:57:45",2,"I1","24012017",0.5734,0.5836
"data files/Sasha_InterLab24012017.csv","E1240117","03-02-2017 14:15:41",2,"E1","24012017",0.7363,0.7444
"data files/Sasha_InterLab24012017.csv","L1240117","03-02-2017 14:33:44",2,"L1","24012017",0.531,0.5415
"data files/Sasha_InterLab24012017.csv","L3012417","03-02-2017 14:51:39",2,"L3","24012017",0.5102,0.5207
"data files/Sasha_InterLab28012017.csv","E1280117","09-02-2017 10:13:52",2,"E1","28012017",0.7158,0.725
"data files/Sasha_InterLab28012017.csv","E2280117","09-02-2017 10:30:25",2,"E2","28012017",0.7155,0.7246
"data files/Sasha_InterLab28012017.csv","C6280117","09-02-2017 10:47:09",2,"C6","28012017",0.6309,0.6413
"data files/Sasha_InterLab28012017.csv","C3280117","09-02-2017 11:04:12",2,"C3","28012017",0.6314,0.6418
"data files/Sasha_InterLab28012017.csv","E3280117","09-02-2017 11:21:39",2,"E3","28012017",0.7146,0.7237
"data files/Sasha_InterLab28012017.csv","C2280117","09-02-2017 11:39:14",2,"C2","28012017",0.6318,0.6423
"data files/Sasha_InterLab28012017.csv","C4280117","09-02-2017 11:56:49",2,"C4","28012017",0.6303,0.6407
"data files/Sasha_InterLab28012017.csv","C1280117","09-02-2017 12:13:54",2,"C1","28012017",0.618,0.6286
"data files/Sasha_InterLab28012017.csv","B2280117","09-02-2017 12:30:42",2,"B2","28012017",0.5775,0.5885
"data files/Sasha_InterLab28012017.csv","C5280117","09-02-2017 12:47:48",2,"C5","28012017",0.6357,0.6461
"data files/Sasha_InterLab28012017.csv","I1280117","09-02-2017 13:04:38",2,"I1","28012017",0.6088,0.6196
"data files/Sasha_InterLab28012017.csv","A3280117","09-02-2017 13:21:17",2,"A3","28012017",0.5598,0.5709
"data files/Sasha_InterLab28012017.csv","I3280117","09-02-2017 13:38:10",2,"I3","28012017",0.6095,0.6202
"data files/Sasha_InterLab28012017.csv","L1280117","09-02-2017 13:56:39",2,"L1","28012017",0.5251,0.5364
"data files/Sasha_InterLab28012017.csv","B1280117","09-02-2017 14:13:33",2,"B1","28012017",0.578,0.589
"data files/Sasha_InterLab28012017.csv","A1280117","09-02-2017 14:30:48",2,"A1","28012017",0.5654,0.5765
"data files/Sasha_InterLab28012017.csv","L2280117","09-02-2017 14:48:17",2,"L2","28012017",0.5352,0.5464
"data files/Sasha_InterLab28012017.csv","I2280117","09-02-2017 15:05:48",2,"I2","28012017",0.6104,0.6211
"data files/Sasha_InterLab28012017.csv","A2280117","09-02-2017 15:23:24",2,"A2","28012017",0.5623,0.5734
"data files/Sasha_InterLab29112016.csv","A3291116","01-12-2016 15:24:49",1,"A3","29112016",0.5977,0.5945
"data files/Sasha_InterLab29112016.csv","L2291116","01-12-2016 15:42:04",1,"L2","29112016",0.583,0.5799
"data files/Sasha_InterLab29112016.csv","C1291116","01-12-2016 15:59:34",1,"C1","29112016",0.6555,0.6525
"data files/Sasha_InterLab29112016.csv","C3291116","01-12-2016 16:17:17",1,"C3","29112016",0.6564,0.6534
"data files/Sasha_InterLab29112016.csv","B3291116","01-12-2016 16:35:07",1,"B3","29112016",0.6129,0.6098
"data files/Sasha_InterLab29112016.csv","A2291116","01-12-2016 17:10:59",1,"A2","29112016",0.5968,0.5937
"data files/Sasha_InterLab29112016.csv","C2291116","01-12-2016 17:29:01",1,"C2","29112016",0.655,0.6521
"data files/Sasha_InterLab29112016.csv","I3291116","01-12-2016 17:47:00",1,"I3","29112016",0.7022,0.6995
"data files/Sasha_InterLab29112016.csv","I1291116","01-12-2016 18:05:03",1,"I1","29112016",0.6955,0.6927
"data files/Sasha_InterLab29112016.csv","E1291116","01-12-2016 18:23:12",1,"E1","29112016",0.7199,0.7173
"data files/Sasha_InterLab29112016.csv","A1291116","01-12-2016 18:41:28",1,"A1","29112016",0.5988,0.5956
"data files/Sasha_InterLab29112016.csv","I2291116","01-12-2016 18:59:42",1,"I2","29112016",0.6945,0.6918
"data files/Sasha_InterLab29112016.csv","I4291116","01-12-2016 19:17:46",1,"I4","29112016",0.7031,0.7004
"data files/Sasha_InterLab29112016.csv","L1291116","01-12-2016 19:35:59",1,"L1","29112016",0.584,0.5808
"data files/Sasha_InterLab29112016.csv","E3291116","01-12-2016 19:54:15",1,"E3","29112016",0.7221,0.7195
"data files/Sasha_InterLab29112016.csv","E2291116","01-12-2016 20:12:18",1,"E2","29112016",0.7196,0.717
"data files/Sasha_InterLab29112016.csv","L3291611","01-12-2016 20:30:35",2,"L3","29112016",0.5885,0.5854
